centroid_group,count_listings,count_licenses,license_dict,status_dict,license_exceed_type,ISD_adress_dict,host,host_id,alias_dict,shared_license,avg_USD/night,mean_latitude,mean_longitude,GCODE_office,GCODE_house_number,GCODE_road,GCODE_neighbourhood,GCODE_suburb,GCODE_city,GCODE_county,GCODE_state,GCODE_postcode,GCODE_country,GCODE_country_code,GCODE_building,GCODE_hamlet,GCODE_quarter,GCODE_tourism,GCODE_square,GCODE_shop,GCODE_commercial,GCODE_amenity,GCODE_man_made,GCODE_residential,GCODE_railway,GCODE_historic,GCODE_leisure,GCODE_city_block,GCODE_town,GCODE_natural,GCODE_aeroway,GCODE_military,GCODE_retail,GCODE_place,confidence,max_listing_distance,avg_listing_distance,std_listing_distance,ISD_found
1-13s,1,1,{'988180': 1},{'Not found (fabricated)': 1},,{'88 Alleghany ST 10 Mission Hill MA 02120': 1},Sonder,CorpGroup5,{'12243051.0': 1},False,325.0,42.356190000000005,-71.06087,,1,Hamilton Place,Downtown Crossing,Financial District,Boston,Suffolk County,Massachusetts,02108,United States of America,us,,,,,Pemberton Square,,,Orpheum Theatre,,,,,,,,,,,,,unknown (too few),,,,True
0-635s,1,1,{'425672': 1},{'Active': 1},,{'193 Chelsea ST 01 1 East Boston MA 02128': 1},Jordan,16284736,{'nan': 1},False,91.0,42.3748,-71.03404,,223,Marion Street,Eagle Hill,East Boston,Boston,Suffolk County,Massachusetts,02150,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
1-19s,1,1,{'988180': 1},{'Not found (fabricated)': 1},,{'88 Alleghany ST 10 Mission Hill MA 02120': 1},Sonder,CorpGroup5,{'12243051.0': 1},False,360.0,42.35682,-71.0604,,41,Bromfield Street,Downtown Crossing,Financial District,Boston,Suffolk County,Massachusetts,02110-1301,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
1-25s,1,1,{'988180': 1},{'Not found (fabricated)': 1},,{'88 Alleghany ST 10 Mission Hill MA 02120': 1},Sonder,CorpGroup5,{'12243051.0': 1},False,233.0,42.35695,-71.06065,,45,Bromfield Street,Downtown Crossing,Financial District,Boston,Suffolk County,Massachusetts,02110-1301,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
5-28s,1,1,{'988180': 1},{'Not found (fabricated)': 1},,{'88 Alleghany ST 10 Mission Hill MA 02120': 1},Sonder,CorpGroup5,{'12243051.0': 1},False,226.0,42.35585,-71.06257,,140,Tremont Street,Downtown Crossing,Beacon Hill,Boston,Suffolk County,Massachusetts,02133,United States of America,us,R. H. Stearns Building,,,,Pemberton Square,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-302s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Marie,16186589,{'nan': 1},False,37.0,42.29107,-71.06541999999999,,18,Melbourne Street,Dorchester Center,Dorchester,Boston,Suffolk County,Massachusetts,01210,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
5-38s,1,1,{'988180': 1},{'Not found (fabricated)': 1},,{'88 Alleghany ST 10 Mission Hill MA 02120': 1},Sonder,CorpGroup5,{'12243051.0': 1},False,321.14,42.355779999999996,-71.06232,,,Tremont Street,Downtown Crossing,Beacon Hill,Boston,Suffolk County,Massachusetts,02133,United States of America,us,,,,,Pemberton Square,,,Cathedral Church of Saint Pauls,,,,,,,,,,,,,unknown (too few),,,,True
0-973s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Kat,CorpGroup29,{'133927887.0': 1},False,165.0,42.344390000000004,-71.0852,,250,Massachusetts Avenue,,South End,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,First Church of Christ Scientist,,,,,,,,,,,,,unknown (too few),,,,False
3-122s,1,1,{'988180': 1},{'Not found (fabricated)': 1},,{'88 Alleghany ST 10 Mission Hill MA 02120': 1},Sonder,CorpGroup5,{'12243051.0': 1},False,355.0,42.355779999999996,-71.06090999999999,,,Winter Street,Downtown Crossing,Financial District,Boston,Suffolk County,Massachusetts,02110-1301,United States of America,us,,,,,Phillips Square,,,The Corner Mall,,,,,,,,,,,,,unknown (too few),,,,True
0-636s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Yuan,82946167,{'nan': 1},False,29.0,42.37336,-71.12402,,,Mt. Auburn Place,Old Cambridge,,Cambridge,Middlesex County,Massachusetts,02138-2903,United States of America,us,,,,,King Bhumibol Adulyadej Sq,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-212s,1,1,{'400257': 1},{'Expired/Void/Revoked': 1},,{},Siena,80570686,{'nan': 1},False,100.0,42.33145,-71.10226,,174,Saint Alphonsus Street,,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-430s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Kj,799496,{'nan': 1},False,169.0,42.35378,-71.06345999999999,,19,Avery Street,Chinatown,Beacon Hill,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-896s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Kat,CorpGroup29,{'133927887.0': 1},False,162.0,42.34021,-71.08873,,,Sussex Street,Frederick Douglass Square Historic District,South End,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,Northeastern University,,,,,,,,,,,,,unknown (too few),,,,False
2-33s,1,1,{'STRLH/STRBB': 1},{'Exempt (not verified)': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,96.57,42.35752,-71.07167,,152,Mount Vernon Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02108,United States of America,us,,,,,,,,,,,,,,Charles River Square,,,,,,,unknown (too few),,,,False
2-35s,1,1,{'STRLH/STRBB': 1},{'Exempt (not verified)': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,98.0,42.35928,-71.0715,,145,Pinckney Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,River House Condos,,,,,,,,,,,,,Charles River Square,,,,,,,unknown (too few),,,,False
2-37s,1,1,{'STRLH/STRBB': 1},{'Exempt (not verified)': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,97.0,42.35942,-71.07207,,141,Revere Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,,,,,,,Charles River Square,,,,,,,unknown (too few),,,,False
2-39s,1,1,{'STRLH/STRBB': 1},{'Exempt (not verified)': 1},,{},STR Boston,CorpGroup4,{'814298.0': 1},False,97.0,42.35907,-71.07117,,145,Pinckney Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,River House Condos,,,,,,,,,,,,,Charles River Square,,,,,,,unknown (too few),,,,False
0-783s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Terry,28662210,{'nan': 1},False,500.0,42.32962,-71.09365,,,Centre Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,,,,,Boston 3 Miles,,,,,,,,,unknown (too few),,,,False
5-33s,1,1,{'988180': 1},{'Not found (fabricated)': 1},,{'88 Alleghany ST 10 Mission Hill MA 02120': 1},Sonder,CorpGroup5,{'12243051.0': 1},False,320.0,42.35718,-71.06109000000001,,100,Tremont Street,Downtown Crossing,Financial District,Boston,Suffolk County,Massachusetts,02133,United States of America,us,,,,,John J. Hamrock Square,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-141s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Anne,CorpGroup22,{'105851798.0': 1},False,48.0,42.30792,-71.06513000000001,,315,Bowdoin Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,St Peter's Parish,,,,,,,,,,,,,unknown (too few),,,,False
0-637s,1,1,{'387383': 1},{'Active': 1},,{'364 Meridian ST 01 1 East Boston MA 02128': 1},Monya,15943555,{'nan': 1},False,80.0,42.37993,-71.04061999999999,,400,Border Street,Eagle Hill,East Boston,Boston,Suffolk County,Massachusetts,02128,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-784s,1,1,{'383474': 1},{'Active': 1},,{'219 Savin Hill AVE 13 1 Dorchester MA 02125': 1},Robin,72139831,{'nan': 1},False,75.0,42.309309999999996,-71.04857,,210,Savin Hill Avenue,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02107,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-433s,1,1,{'400257': 1},{'Expired/Void/Revoked': 1},,{},Siena,80570686,{'nan': 1},False,130.0,42.331559999999996,-71.10059,,,Delle Avenue,,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-189s,1,1,{'414143': 1},{'Expired/Void/Revoked': 1},,{},Ann,CorpGroup19,{'41932249.0': 1},False,75.0,42.33706,-71.07786,,613,Massachusetts Avenue,,South End,Boston,Suffolk County,Massachusetts,02118,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-638s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Demetrios,149617117,{'nan': 1},False,334.0,42.32948,-71.0937,,,Centre Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,,,,,Boston 3 Miles,,,,,,,,,unknown (too few),,,,False
0-213s,1,1,{'413796': 1},{'Active': 1},,{'7 S Waverly ST 22 Apt 2 Brighton MA 02135': 1},Kevin,117861820,{'nan': 1},False,243.0,42.35838,-71.14205,,4,Litchfield Street,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02135,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
2-8s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Churchill,CorpGroup2,{'30283594.0': 1},False,170.0,42.35217,-71.06182,,660,Washington Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,Archstone Boston Common,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-210s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Ann,CorpGroup19,{'41932249.0': 1},False,72.0,42.33668,-71.07930999999999,,1,Camden Street,,South End,Boston,Suffolk County,Massachusetts,02118,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-230s,1,1,{'414143': 1},{'Expired/Void/Revoked': 1},,{},Ann,CorpGroup19,{'41932249.0': 1},False,58.0,42.33763,-71.07876999999999,,565,Massachusetts Avenue,,South End,Boston,Suffolk County,Massachusetts,02118,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-251s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Ann,CorpGroup19,{'41932249.0': 1},False,72.0,42.336240000000004,-71.07963000000001,,589,Shawmut Avenue,South End,South End,Boston,Suffolk County,Massachusetts,02118,United States of America,us,J.B. Prescod Building,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-81s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Mac,CorpGroup38,{'26704689.0': 1},False,140.0,42.336009999999995,-71.05292,,113,Tudor Street,Dorchester Heights,South Boston,Boston,Suffolk County,Massachusetts,02127,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-639s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Huggy,145930475,{'nan': 1},False,35.0,42.3273,-71.07918000000001,,26,Mount Pleasant Avenue,Nubian Square,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-316s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Marie,16186589,{'nan': 1},False,34.0,42.3039,-71.07603,,23,Rosseter Street,Mount Bowdoin,Dorchester,Boston,Suffolk County,Massachusetts,02121,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-211s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Post Group,CorpGroup24,{'9410008.0': 1},False,161.0,42.36681,-71.05379,,32,Charter Street,Dock Square,North End,Boston,Suffolk County,Massachusetts,02113,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-477s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Together We,CorpGroup12,{'21184200.0': 1},False,170.71,42.343920000000004,-71.08196,,132,Saint Botolph Street,,South End,Boston,Suffolk County,Massachusetts,02199,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-897s,1,1,{'415974': 1},{'Active (limit exceeded)': 1},listing,{'53 Caryll ST 17 Mattapan MA 02126': 1},Althea,27871799,{'nan': 1},False,45.0,42.27597,-71.07737,,28,Countryside Drive,Lower Mills,,Boston,Suffolk County,Massachusetts,02126,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-431s,1,1,{'Missing': 1},{'No license claimed': 1},,{},ChiChi,33131531,{'nan': 1},False,65.0,42.33902,-71.14953,,80,Sutherland Road,Aberdeen,Brighton,Boston,Suffolk County,Massachusetts,02445-5841,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-898s,1,1,{'424803': 1},{'Expired/Void/Revoked': 1},,{},Javier/ Gilberto,132606746,{'nan': 1},False,60.0,42.314479999999996,-71.10226999999999,,10,Brookside Avenue,Forest Hills,Roxbury,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-432s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Ramanvir,16541124,{'nan': 1},False,78.0,42.33162,-71.08326,,25,Ruggles Street,Nubian Square,South End,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-974s,1,1,{'149129': 1},{'Not found (fabricated)': 1},,{'64 Radcliffe RD 18 Mattapan MA 02126': 1},Javier/ Gilberto,132606746,{'nan': 1},False,55.0,42.31411,-71.10274,,28,Brookside Avenue,Forest Hills,Roxbury,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-785s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Huggy,145930475,{'nan': 1},False,35.0,42.32652,-71.0799,,98,Mount Pleasant Terrace,Nubian Square,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-640s,1,1,{'415268': 1},{'Expired/Void/Revoked': 1},,{},ChiChi,33131531,{'nan': 1},False,65.0,42.33874,-71.14786,,11,Kilsyth Terrace,Aberdeen,Brighton,Boston,Suffolk County,Massachusetts,02445-5841,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-190s,1,1,{'024679': 1},{'Not found (fabricated)': 1},,{'161 Adams ST 15 Dorchester MA 02122': 1},Anne,CorpGroup22,{'105851798.0': 1},False,50.0,42.3077,-71.06489,,315,Bowdoin Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,St Peter's Parish,,,,,,,,,,,,,unknown (too few),,,,True
0-786s,1,1,{'387383': 1},{'Active': 1},,{'364 Meridian ST 01 1 East Boston MA 02128': 1},Monya,15943555,{'nan': 1},False,160.0,42.37822,-71.03923,,340,Meridian Street,Eagle Hill,East Boston,Boston,Suffolk County,Massachusetts,0212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
2-10s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Churchill,CorpGroup2,{'30283594.0': 1},False,849.0,42.34413,-71.1015,,180,Brookline Avenue,Audubon Square,Jamaica Plain,Boston,Suffolk County,Massachusetts,02215,United States of America,us,Fenway Triangle Trilogy,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-231s,1,1,{'413525': 1},{'Active (limit exceeded)': 1},listing,{'422 Bowdoin ST 15 2 Dorchester MA 02122': 1},Eder,CorpGroup23,{'25203946.0': 1},False,561.0,42.309779999999996,-71.06312,,24,Fifield Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-781s,1,1,{'423344': 1},{'Expired/Void/Revoked': 1},,{},Inn Boston,48494513,{'nan': 1},False,199.0,42.34347,-71.07885999999999,,195,West Newton Street,South End,South End,Boston,Suffolk County,Massachusetts,02199,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-214s,1,1,{'413572': 1},{'Active (limit exceeded)': 1},listing,{'8 Bentham RD 15 2 Dorchester MA 02122': 1},Fatima,95762630,{'nan': 1},False,119.0,42.302929999999996,-71.06461999999999,,43,Longfellow Street,Mount Ida,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-789s,1,1,{'400257': 1},{'Expired/Void/Revoked': 1},,{},Siena,80570686,{'nan': 1},False,80.0,42.332,-71.10239,,170,Saint Alphonsus Street,,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-438s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Lance,CorpGroup11,{'71783.0': 1},False,180.0,42.30846,-71.10579,,3383;3385;3389,Washington Street,Forest Hills,Roxbury,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-899s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Boaton Corporate Housing,CorpGroup33,{'20079643.0': 1},False,198.0,42.363859999999995,-71.0684,,55,Fruit Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,Massachusetts General Hospital,,,,,,Charles River Square,,,,,,,unknown (too few),,,,False
9-232s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Luxurious,CorpGroup20,{'18202088.0': 1},False,225.0,42.35309,-71.05383,,600,Atlantic Avenue,Church Green,Financial District,Boston,Suffolk County,Massachusetts,02110,United States of America,us,Federal Reserve Bank of Boston,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-252s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Luxurious,CorpGroup20,{'18202088.0': 1},False,199.0,42.36677,-71.04002,,40,East Pier Drive,Jeffries Point,East Boston,Boston,Suffolk County,Massachusetts,02128,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-435s,1,1,{'400538': 1},{'Active': 1},,{'9 Vinson ST 16 2 Dorchester MA 02124': 1},Carlos,96420804,{'nan': 1},False,55.0,42.29811,-71.06474,,22,Vinson Street,Mount Ida,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
3-58s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Kat,CorpGroup29,{'133927887.0': 1},False,325.0,42.34567,-71.08595,,27,Saint Germain Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
3-116s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Kat,CorpGroup29,{'133927887.0': 1},False,353.0,42.34556,-71.08614,,19;21,Saint Germain Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-212s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Anne,CorpGroup22,{'105851798.0': 1},False,48.0,42.30793,-71.06505,,315,Bowdoin Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,St Peter's Parish,,,,,,,,,,,,,unknown (too few),,,,False
0-436s,1,1,{'413572': 1},{'Active (limit exceeded)': 1},listing,{'8 Bentham RD 15 2 Dorchester MA 02122': 1},Fatima,95762630,{'nan': 1},False,134.14,42.30372,-71.06449,,68,Draper Street,Mount Ida,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-641s,1,1,{'413572': 1},{'Active (limit exceeded)': 1},listing,{'8 Bentham RD 15 2 Dorchester MA 02122': 1},Fatima,95762630,{'nan': 1},False,116.0,42.30288,-71.06488,,39,Longfellow Street,Mount Ida,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-271s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Bluebird,CorpGroup15,{'95459395.0': 1},False,143.0,42.35167,-71.05974,,25,Edinboro Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-788s,1,1,{'413572': 1},{'Active (limit exceeded)': 1},listing,{'8 Bentham RD 15 2 Dorchester MA 02122': 1},Fatima,95762630,{'nan': 1},False,491.0,42.30265,-71.06319,,53,Robinson Street,Mount Ida,Dorchester,Boston,Suffolk County,Massachusetts,02212,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-900s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Wang,166004722,{'nan': 1},False,50.0,42.35772,-71.15663,,,Massachusetts Turnpike,Faneuil,Brighton,Boston,Suffolk County,Massachusetts,02135,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-787s,1,1,{'STRES': 1},{'Exempt (not verified)': 1},,{},Boaton Corporate Housing,CorpGroup33,{'20079643.0': 1},False,165.0,42.36372,-71.06846,,55,Fruit Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,Massachusetts General Hospital,,,,,,Charles River Square,,,,,,,unknown (too few),,,,False
9-213s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Furnished Quarters,CorpGroup25,{'22541573.0': 1},False,210.0,42.35716,-71.05856999999999,,,Washington Street,Downtown Crossing,Financial District,Boston,Suffolk County,Massachusetts,02110-1301,United States of America,us,,,,,,,,,,,,Old South Meeting Place,,,,,,,,,unknown (too few),,,,False
3-126s,1,1,{'918313': 1},{'Not found (fabricated)': 1},,{'476 Columbus AVE 04 Boston MA 02118': 1},Sonder,CorpGroup5,{'12243051.0': 1},False,274.0,42.3431,-71.10084,,,Private Alley 932,Audubon Square,Jamaica Plain,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
3-130s,1,1,{'918313': 1},{'Not found (fabricated)': 1},,{'476 Columbus AVE 04 Boston MA 02118': 1},Sonder,CorpGroup5,{'12243051.0': 1},False,882.0,42.34281,-71.10095,,110,Peterborough Street,Audubon Square,Back Bay,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
3-134s,1,1,{'918313': 1},{'Not found (fabricated)': 1},,{'476 Columbus AVE 04 Boston MA 02118': 1},Sonder,CorpGroup5,{'12243051.0': 1},False,856.0,42.344229999999996,-71.10161,,188,Brookline Avenue,Audubon Square,Jamaica Plain,Boston,Suffolk County,Massachusetts,02215,United States of America,us,Pierce Boston,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
3-59s,1,1,{'429149': 1},{'Active': 1},,{'180 Boylston ST 11 2 Jamaica Plain MA 02130': 1},Javier/ Gilberto,132606746,{'nan': 1},False,50.0,42.31462,-71.10047,,16,Egleston Street,,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
0-642s,1,1,{'415050': 1},{'Active (limit exceeded)': 1},listing,{'6 Saint Margaret ST 07 2 Boston MA 02125': 1},Karolina,167556315,{'nan': 1},False,62.0,42.32233,-71.06049,,8,Saint Margaret Street,Uphams Corner,South Boston,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
3-138s,1,1,{'918313': 1},{'Not found (fabricated)': 1},,{'476 Columbus AVE 04 Boston MA 02118': 1},Sonder,CorpGroup5,{'12243051.0': 1},False,230.0,42.344359999999995,-71.10122,,180,Brookline Avenue,Audubon Square,Jamaica Plain,Boston,Suffolk County,Massachusetts,02215,United States of America,us,Fenway Triangle Trilogy,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
9-233s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Bluebird,CorpGroup15,{'95459395.0': 1},False,141.0,42.3525,-71.06009,,2,Ping On Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-330s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Marie,16186589,{'nan': 1},False,40.0,42.28788,-71.06643000000001,,91,Alban Street,Ashmont,Dorchester,Boston,Suffolk County,Massachusetts,01210,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-427s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Lance,CorpGroup11,{'71783.0': 1},False,155.0,42.30973,-71.11514,,12,South Street,Forest Hills,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,Loring-Greenough House,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-288s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Bluebird,CorpGroup15,{'95459395.0': 1},False,141.0,42.3518,-71.0615,,660,Washington Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,Archstone Boston Common,,,,Phillips Square,,,,,,,,,,,,,,,,unknown (too few),,,,False
0-434s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Firlian,67103816,{'nan': 1},False,30.0,42.31734,-71.09038000000001,,132,Harrishof Street,Grove Hall,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-343s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Marie,16186589,{'nan': 1},False,125.0,42.2901,-71.06788,,70,Brent Street,Dorchester Center,Dorchester,Boston,Suffolk County,Massachusetts,01210,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
3-110s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Lara,59234220,{'nan': 1},False,124.0,42.359790000000004,-71.06773000000001,,42,Anderson Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,,,,,,,Charles River Square,,,,,,,unknown (too few),,,,False
0-978s,1,1,{'Missing': 1},{'No license claimed': 1},,{},Michelle,180283497,{'nan': 1},False,83.0,42.36547,-71.05492,,4,North Bennet Court,Dock Square,North End,Boston,Suffolk County,Massachusetts,02113,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,False
9-42s,1,1,{'STRHS': 1},{'Exempt (not verified)': 1},,{},Jen,CorpGroup30,{'163251048.0': 1},False,299.0,42.36419,-71.06921,,,Blossom Street,Waterfront,West End,Boston,Suffolk County,Massachusetts,02214,United States of America,us,,,,,,,,,,,,,,,,,Massachusetts General Hospital Heliport,,,,unknown (too few),,,,False
0-644s,1,1,{'389183': 1},{'Active': 1},,{'80 Tower ST 11 Jamaica Plain MA 02130': 1},Charles,13960633,{'nan': 1},False,227.0,42.298359999999995,-71.11046,,80,Tower Street,Forest Hills,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,,,,,,,,,,,,,,unknown (too few),,,,True
