id,listing_url,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,last_scraped,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,temp_class,centroid_group,centroid_group_recognized,centroid_group_distance,sub_centroid,sub_centroid_distance
44461403,https://www.airbnb.com/rooms/44461403,"South End, Three Beds, 2baths Luxury Apt!",CorpGroup12,https://www.airbnb.com/users/show/21184200,Together We,"Boston, Massachusetts, United States",South End,2020-09-01,,42.33515,-71.07489,Entire apartment,Entire home/apt,6,2.0,3.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Essentials"", ""Pack \u2019n Play/travel crib"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Paid parking on premises"", ""Stove"", ""Hair dryer"", ""TV"", ""Hot water"", ""Dishwasher"", ""Baking sheet"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Bathtub"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Keypad"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",237.0,2,1125,2.0,t,25,55,85,86,0,STRHS,t,Airbnb,21184200.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,-1.0,,,,,
44462617,https://www.airbnb.com/rooms/44462617,South End Studio Hideaway! Location Is UnBeatable!,358825885,https://www.airbnb.com/users/show/358825885,Barry,"Boston, Massachusetts, United States",South End,2020-08-31,,42.34275,-71.07609000000001,Entire apartment,Entire home/apt,2,,1.0,"[""Wifi"", ""Heating"", ""Kitchen"", ""Essentials"", ""Laptop-friendly workspace"", ""TV"", ""Keypad"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Fire extinguisher""]",99.0,1,1125,1.0,t,25,52,82,357,0,414387,t,,,Expired/Void/Revoked,Void,,Exempt: Lodging House,3.0,,Expired/Void/Revoked,Void,,0.0,132_1,False,57.30809553565346,,
44462880,https://www.airbnb.com/rooms/44462880,Studio Apartment on Quiet Tranquil Worcester St!,358825885,https://www.airbnb.com/users/show/358825885,Barry,"Boston, Massachusetts, United States",South End,2020-08-31,,42.339529999999996,-71.07601,Entire apartment,Entire home/apt,2,1.0,1.0,"[""Lockbox"", ""Dryer"", ""Wifi"", ""Heating"", ""Kitchen"", ""Essentials"", ""Laptop-friendly workspace"", ""TV"", ""Washer"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Fire extinguisher""]",110.29,1,1125,1.0,t,21,49,79,169,0,414388,t,,,Expired/Void/Revoked,Void,,Exempt: Lodging House,1.0,,Expired/Void/Revoked,Void,,-1.0,,,,,
44474952,https://www.airbnb.com/rooms/44474952,Sunny spacius 1 bed room gem at Harvard square,359498274,https://www.airbnb.com/users/show/359498274,Xy,"Cambridge, Massachusetts, United States",Allston,2020-08-31,,42.37082,-71.11556999999999,Entire apartment,Entire home/apt,4,1.0,1.0,"[""Dryer"", ""Wifi"", ""Heating"", ""Kitchen"", ""Essentials"", ""Hair dryer"", ""Shampoo"", ""Washer"", ""Air conditioning"", ""Iron""]",112.57,3,188,3.0,t,16,46,76,166,0,008569,t,,,Not found (fabricated),Not found (fabricated),,Exempt: Lodging House,1.0,,Not found (fabricated),Not found (fabricated),,-1.0,,,,,
44475752,https://www.airbnb.com/rooms/44475752,"(F-B2) Fenway Park, 3 Bedrooms!",CorpGroup12,https://www.airbnb.com/users/show/21184200,Together We,"Boston, Massachusetts, United States",Fenway,2020-08-31,,42.3426,-71.09948,Entire apartment,Entire home/apt,4,3.0,3.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Essentials"", ""Pack \u2019n Play/travel crib"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""Shampoo"", ""Hot water"", ""Dishwasher"", ""Baking sheet"", ""Cooking basics"", ""Air conditioning"", ""Bathtub"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Keypad"", ""Refrigerator"", ""Iron""]",155.0,2,1125,1.0,t,10,11,11,11,1,STRHS,t,Airbnb,21184200.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,-1.0,,,,,
44483556,https://www.airbnb.com/rooms/44483556,Spacious Full Room in South Boston,CorpGroup30,https://www.airbnb.com/users/show/297860058,June,,Dorchester,2020-09-01,,42.324740000000006,-71.05967,Private room in apartment,Private room,1,1.0,1.0,"[""Oven"", ""Dryer"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Laptop-friendly workspace"", ""Stove"", ""TV"", ""Washer"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Refrigerator"", ""Air conditioning""]",44.0,91,365,91.0,t,0,0,0,0,0,Missing,f,June,297860058.0,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
44520537,https://www.airbnb.com/rooms/44520537,"(3/4) Newbury St-  Unique Layout, Prime Location!",CorpGroup12,https://www.airbnb.com/users/show/21184200,Together We,"Boston, Massachusetts, United States",Back Bay,2020-08-31,,42.34874,-71.08176999999999,Entire apartment,Entire home/apt,4,2.0,2.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Carbon monoxide alarm"", ""Baby bath"", ""Essentials"", ""Paid parking off premises"", ""Pack \u2019n Play/travel crib"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Dishwasher"", ""Baking sheet"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Bathtub"", ""Coffee maker"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",242.0,2,1125,2.0,t,27,57,59,59,2,STRHS,t,Airbnb,21184200.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,-1.0,,,,,
44522245,https://www.airbnb.com/rooms/44522245,Cozy Apartment in Historic Beacon Hill Area,79365305,https://www.airbnb.com/users/show/79365305,Myriem,,Beacon Hill,2020-08-31,,42.36027,-71.06671999999999,Entire condominium,Entire home/apt,3,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Single level home"", ""Essentials"", ""Paid parking off premises"", ""Cable TV"", ""Pack \u2019n Play/travel crib"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Shower gel"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""Indoor fireplace"", ""TV"", ""Hot water"", ""Dishwasher"", ""Baking sheet"", ""Shampoo"", ""Cooking basics"", ""Private entrance"", ""Coffee maker"", ""Lockbox"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",151.0,1,1125,1.0,t,11,23,49,139,0,433867,f,,,Not found (fabricated),Not found (fabricated),,Exempt: Lodging House,1.0,,Not found (fabricated),Not found (fabricated),,-1.0,,,,,
44531488,https://www.airbnb.com/rooms/44531488,"(H4) Authentic North End, ON Freedom Trail",CorpGroup12,https://www.airbnb.com/users/show/21184200,Together We,"Boston, Massachusetts, United States",North End,2020-09-01,,42.36515,-71.05407,Entire apartment,Entire home/apt,2,1.0,1.0,"[""Heating"", ""Hangers"", ""Carbon monoxide alarm"", ""Babysitter recommendations"", ""Essentials"", ""Pack \u2019n Play/travel crib"", ""Luggage dropoff allowed"", ""Wifi"", ""Microwave"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Air conditioning"", ""Coffee maker"", ""Lockbox"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Iron""]",109.0,1,1125,1.0,t,14,44,45,45,1,STRHS,t,Airbnb,21184200.0,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,3.0,12_4,False,112.45482830046137,,
44534951,https://www.airbnb.com/rooms/44534951,"4bed, 3.5bath gem for long term stays (Sept-April)",CorpGroup17,https://www.airbnb.com/users/show/275849638,Steven,,Fenway,2020-08-31,,42.347609999999996,-71.09433,Entire apartment,Entire home/apt,6,4.0,4.0,"[""Dryer"", ""Kitchen"", ""Washer""]",359.0,30,365,30.0,t,0,0,28,204,0,424127,t,Steven,275849638.0,Exempt (verified),Active, Milk St 03 200 Boston MA 02109,Exempt: Hospital Stays,1.0,,Exempt (verified),Exempt (verified): Hospital Stays,,-1.0,,,,,
44549370,https://www.airbnb.com/rooms/44549370,Furnished 1Bedroom with Elevator close to MBTA,CorpGroup16,https://www.airbnb.com/users/show/31340713,STARS,"Boston, Massachusetts, United States",Brighton,2020-08-31,,42.339859999999994,-71.14622,Entire apartment,Entire home/apt,4,1.0,1.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Essentials"", ""Cable TV"", ""Breakfast"", ""Dishes and silverware"", ""Shower gel"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""Indoor fireplace"", ""TV"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Fire extinguisher""]",95.0,91,1125,91.0,t,15,45,75,350,0,Missing,f,Kama,31340713.0,No license claimed,,,,,,No license claimed,No license claimed,,0.0,17_1,False,133.0566267481408,,
44589343,https://www.airbnb.com/rooms/44589343,"(364) Brookline Village, Free Parking, W/D",CorpGroup12,https://www.airbnb.com/users/show/261436898,Together We,"Brookline, Massachusetts, United States",Mission Hill,2020-08-31,,42.33147,-71.1185,Entire apartment,Entire home/apt,3,1.0,2.0,"[""Oven"", ""Kitchen"", ""Heating"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Essentials"", ""Pack \u2019n Play/travel crib"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Shower gel"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Dishwasher"", ""Baking sheet"", ""Shampoo"", ""Cooking basics"", ""Air conditioning"", ""Coffee maker"", ""Lockbox"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron"", ""Free parking on premises""]",107.0,1,1125,1.0,t,17,47,77,79,0,Missing,t,Together We,261436898.0,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,
44591405,https://www.airbnb.com/rooms/44591405,"Find your new home in this cozy 1BD, self-checkin",CorpGroup9,https://www.airbnb.com/users/show/8534462,Barsala,,Downtown,2020-08-31,,42.35125,-71.06419,Entire apartment,Entire home/apt,2,1.0,1.0,"[""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Elevator"", ""Smoke alarm"", ""Essentials"", ""Hair dryer"", ""First aid kit"", ""TV"", ""Shampoo"", ""Carbon monoxide alarm"", ""Iron"", ""Fire extinguisher""]",132.0,2,365,2.0,t,24,54,56,79,0,STRLH/STRBB,t,Barsala,8534462.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,0.0,9_1,False,213.0296056496558,9_1_0,156.3110501869669
44591444,https://www.airbnb.com/rooms/44591444,Luxury living at its finest in this cozy studio,CorpGroup9,https://www.airbnb.com/users/show/8534462,Barsala,,South Boston Waterfront,2020-09-01,,42.35208,-71.04408000000001,Entire apartment,Entire home/apt,2,,1.0,"[""Dryer"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Pool"", ""Smoke alarm"", ""Essentials"", ""Laptop-friendly workspace"", ""Hair dryer"", ""TV"", ""Washer"", ""Shampoo"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Iron"", ""Fire extinguisher""]",272.0,2,365,2.0,t,1,1,1,25,0,STRLH/STRBB,t,Barsala,8534462.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,4.0,9_2,False,191.1098708163769,,
44591445,https://www.airbnb.com/rooms/44591445,"Luxury living at its finest in this cozy 2BD, fast wifi",CorpGroup9,https://www.airbnb.com/users/show/8534462,Barsala,,South Boston Waterfront,2020-09-01,,42.35198,-71.04235,Entire apartment,Entire home/apt,4,2.0,2.0,"[""Dryer"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Pool"", ""Smoke alarm"", ""Essentials"", ""Laptop-friendly workspace"", ""Hair dryer"", ""TV"", ""Washer"", ""Shampoo"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Iron"", ""Fire extinguisher""]",447.0,2,365,2.0,t,1,1,1,25,0,STRLH/STRBB,t,Barsala,8534462.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,4.0,9_2,False,277.98831645905847,,
44591449,https://www.airbnb.com/rooms/44591449,Cozy 1BD with self-checkin,CorpGroup9,https://www.airbnb.com/users/show/8534462,Barsala,,Back Bay,2020-08-31,,42.346779999999995,-71.07913,Entire apartment,Entire home/apt,2,1.0,1.0,"[""Dryer"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Elevator"", ""Smoke alarm"", ""Essentials"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Carbon monoxide alarm"", ""TV"", ""Washer"", ""Private entrance"", ""Shampoo"", ""First aid kit"", ""Air conditioning"", ""Iron"", ""Fire extinguisher""]",131.0,2,365,2.0,t,0,1,1,24,0,STRLH/STRBB,t,Barsala,8534462.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,5.0,9_4,False,149.1062081652915,,
44614718,https://www.airbnb.com/rooms/44614718,Incredible apartment home | Studio in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Downtown,2020-09-01,,42.35389,-71.05299000000001,Entire serviced apartment,Entire home/apt,1,,1.0,"[""Oven"", ""Kitchen"", ""Hangers"", ""Elevator"", ""Washer"", ""Carbon monoxide alarm"", ""Gym"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron""]",198.0,91,365,91.0,t,25,55,85,360,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,1.0,1_5,False,3.4789806347553844e-09,1_5_0,3.4789806347553844e-09
44614721,https://www.airbnb.com/rooms/44614721,Incredible apartment home | 1BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Downtown,2020-09-01,,42.35389,-71.05299000000001,Entire serviced apartment,Entire home/apt,3,1.0,1.0,"[""Oven"", ""Kitchen"", ""Hangers"", ""Elevator"", ""Washer"", ""Carbon monoxide alarm"", ""Gym"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""BBQ grill"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron""]",262.0,91,365,91.0,t,25,55,85,360,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,1.0,1_5,False,3.4789806347553844e-09,1_5_0,3.4789806347553844e-09
44614724,https://www.airbnb.com/rooms/44614724,Incredible apartment home | Studio in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Downtown,2020-09-01,,42.35389,-71.05299000000001,Entire serviced apartment,Entire home/apt,3,1.0,1.0,"[""Oven"", ""Kitchen"", ""Hangers"", ""Elevator"", ""Washer"", ""Carbon monoxide alarm"", ""Gym"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron""]",194.0,91,365,91.0,t,25,55,85,360,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,1.0,1_5,False,3.4789806347553844e-09,1_5_0,3.4789806347553844e-09
44615547,https://www.airbnb.com/rooms/44615547,"Meticulously designed 3BD, professionally-cleaned",CorpGroup9,https://www.airbnb.com/users/show/8534462,Barsala,,South Boston Waterfront,2020-09-01,,42.35196,-71.04333000000001,Entire apartment,Entire home/apt,6,3.0,3.0,"[""Dryer"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hangers"", ""Pool"", ""Smoke alarm"", ""Essentials"", ""Laptop-friendly workspace"", ""Hair dryer"", ""TV"", ""Washer"", ""Shampoo"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Iron"", ""Fire extinguisher""]",837.0,2,365,2.0,t,17,17,17,41,0,STRLH/STRBB,t,Barsala,8534462.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,4.0,9_2,False,33.79225414409109,9_2_0,129.9422332491682
44616866,https://www.airbnb.com/rooms/44616866,Luxury 2BR 2 BA with balcony and lake view,102875095,https://www.airbnb.com/users/show/102875095,Alex,,Mission Hill,2020-08-31,,42.332209999999996,-71.11086,Entire apartment,Entire home/apt,4,2.0,3.0,"[""Dryer"", ""Wifi"", ""Heating"", ""Gym"", ""Kitchen"", ""Pool"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""TV"", ""Washer"", ""Shampoo"", ""Hot tub"", ""Air conditioning"", ""Iron"", ""Free parking on premises""]",335.0,1,1125,1.0,t,29,59,89,92,1,345612,f,,,Not found (fabricated),Not found (fabricated),,Exempt: Hospital Stays,1.0,,Not found (fabricated),Not found (fabricated),,-1.0,,,,,
44616947,https://www.airbnb.com/rooms/44616947,A place of your own | 1BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,"Boston, Massachusetts, United States",East Boston,2020-09-01,,42.37101,-71.04377,Entire serviced apartment,Entire home/apt,3,1.0,1.0,"[""Oven"", ""Kitchen"", ""Hangers"", ""Elevator"", ""Washer"", ""Carbon monoxide alarm"", ""Gym"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Pool"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron""]",173.0,91,365,91.0,t,0,18,48,323,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,5.0,1_2,False,2.1853791532357e-08,1_2_0,2.1853791532357e-08
44616950,https://www.airbnb.com/rooms/44616950,A place of your own | Studio in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,"Boston, Massachusetts, United States",East Boston,2020-08-31,,42.37101,-71.04377,Entire serviced apartment,Entire home/apt,1,,1.0,"[""Oven"", ""Kitchen"", ""Hangers"", ""Elevator"", ""Washer"", ""Carbon monoxide alarm"", ""Gym"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Pool"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron""]",150.0,91,365,91.0,t,0,17,47,322,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,5.0,1_2,False,2.1853791532357e-08,1_2_0,2.1853791532357e-08
44616954,https://www.airbnb.com/rooms/44616954,A place of your own | 1BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,"Boston, Massachusetts, United States",East Boston,2020-09-01,,42.37101,-71.04377,Entire serviced apartment,Entire home/apt,3,1.0,1.0,"[""Oven"", ""Kitchen"", ""Hangers"", ""Elevator"", ""Washer"", ""Carbon monoxide alarm"", ""Gym"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Pool"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron""]",180.0,91,365,91.0,t,25,55,85,360,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,5.0,1_2,False,2.1853791532357e-08,1_2_0,2.1853791532357e-08
44616956,https://www.airbnb.com/rooms/44616956,A place of your own | 2BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,"Boston, Massachusetts, United States",East Boston,2020-09-01,,42.37101,-71.04377,Entire serviced apartment,Entire home/apt,5,2.0,2.0,"[""Oven"", ""Kitchen"", ""Hangers"", ""Elevator"", ""Washer"", ""Carbon monoxide alarm"", ""Gym"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Pool"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron""]",234.0,91,365,91.0,t,22,52,82,357,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,5.0,1_2,False,2.1853791532357e-08,1_2_0,2.1853791532357e-08
44616963,https://www.airbnb.com/rooms/44616963,A place of your own | 2BR in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,"Boston, Massachusetts, United States",East Boston,2020-09-01,,42.37101,-71.04377,Entire serviced apartment,Entire home/apt,5,2.0,2.0,"[""Oven"", ""Kitchen"", ""Hangers"", ""Elevator"", ""Washer"", ""Carbon monoxide alarm"", ""Gym"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""Bed linens"", ""Pool"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron""]",198.0,91,365,91.0,t,0,11,41,316,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,5.0,1_2,False,2.1853791532357e-08,1_2_0,2.1853791532357e-08
44616990,https://www.airbnb.com/rooms/44616990,Entire apartment for you | Studio in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,South Boston Waterfront,2020-09-01,,42.351240000000004,-71.0445,Entire serviced apartment,Entire home/apt,1,,1.0,"[""Oven"", ""Kitchen"", ""Hangers"", ""Elevator"", ""Washer"", ""Carbon monoxide alarm"", ""Gym"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Paid parking on premises"", ""Stove"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""BBQ grill"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""EV charger"", ""Refrigerator"", ""Iron""]",137.0,91,365,91.0,t,0,16,46,321,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,0.0,1_6,False,4.012649085310519e-09,1_6_0,4.012649085310519e-09
44616993,https://www.airbnb.com/rooms/44616993,Entire apartment for you | Studio in Boston,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,South Boston Waterfront,2020-09-01,,42.351240000000004,-71.0445,Entire serviced apartment,Entire home/apt,1,,1.0,"[""Oven"", ""Kitchen"", ""Hangers"", ""Elevator"", ""Washer"", ""Carbon monoxide alarm"", ""Gym"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Paid parking on premises"", ""Stove"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""BBQ grill"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""EV charger"", ""Refrigerator"", ""Iron""]",134.0,91,365,91.0,t,18,48,78,353,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,0.0,1_6,False,4.012649085310519e-09,1_6_0,4.012649085310519e-09
44618521,https://www.airbnb.com/rooms/44618521,Stay in a place of your own | 1BR in Quincy,CorpGroup1,https://www.airbnb.com/users/show/359229620,PCHNortheast,,Dorchester,2020-09-01,,42.28345,-71.03635,Entire serviced apartment,Entire home/apt,3,1.0,1.0,"[""Oven"", ""Kitchen"", ""Hangers"", ""Washer"", ""Carbon monoxide alarm"", ""Gym"", ""Essentials"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Stove"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Shampoo"", ""Cooking basics"", ""Private entrance"", ""Coffee maker"", ""Dryer"", ""BBQ grill"", ""Bed linens"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Refrigerator"", ""Iron""]",141.0,92,365,92.0,t,25,55,85,360,0,Missing,t,PCHNortheast,359229620.0,No license claimed,,,,,,No license claimed,No license claimed,,3.0,1_3,False,1.04346769429154e-08,1_3_0,1.04346769429154e-08
