centroid_group,count_listings,count_licenses,license_dict,status_dict,license_exceed_type,minimum_nights,ISD_address_dict,host,host_id,alias_dict,shared_license,avg_USD/night,radius,mean_latitude,mean_longitude,confidence,max_listing_distance,avg_listing_distance,std_listing_distance,GCODE_office,GCODE_house_number,GCODE_road,GCODE_neighbourhood,GCODE_suburb,GCODE_city,GCODE_county,GCODE_state,GCODE_postcode,GCODE_country,GCODE_country_code,GCODE_amenity,GCODE_square,GCODE_building,GCODE_hamlet,GCODE_historic,GCODE_quarter,GCODE_tourism,GCODE_city_block,GCODE_town,GCODE_commercial,GCODE_shop,GCODE_leisure,GCODE_man_made,GCODE_railway,GCODE_natural
367_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Karl,275833371,{},False,300.0,52.0,42.35374,-71.06238,unknown (too few),121.96696,121.9669,0.0001,,549,Washington Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,Phillips Square,,,Paramount Theatre,,,,,,,,,,
8_3,2,1,{'STRES': '2'},{'Exempt (not verified)': '2'},,1.0,{},Evonify,CorpGroup8,{'212359760': '2'},False,142.0,52.0,42.343830000000004,-71.08150499999999,unknown (too few),119.48939,119.4893,0.0001,,3,Durham Street,,South End,Boston,Suffolk County,Massachusetts,02199,United States of America,us,,,,,,,,,,,,,,,
373_1,2,1,{'427698': '2'},{'Active': '2'},,1.0,{'300 thirteenth ST 02 pier 8 Charlestown MA 02129': '2'},Karen,306011239,{},False,326.0,59.27750534350121,42.376625000000004,-71.050665,unknown (too few),149.60015,149.6,0.0002,,104,First Avenue,Waterfront,Charlestown,Boston,Suffolk County,Massachusetts,02129,United States of America,us,Shipway Place Garage,,,,,,,,,,,,,,
38_1,2,1,{'383981': '2'},{'Expired/Void/Revoked': '2'},,2.0,{},Bed and Breakfast Associates Bay Colony,CorpGroup36,{'32532791': '2'},False,130.0,52.0,42.34343,-71.07517999999999,unknown (too few),91.85724,91.8572,0.0001,,83,Montgomery Street,South End,South End,Boston,Suffolk County,Massachusetts,02118,United States of America,us,,,,,,,,,,,,,,,
12_5,2,1,{'STRHS': '2'},{'Exempt (not verified)': '2'},,1.0,{},Together We,CorpGroup12,{'21184200': '2'},False,192.0,54.33617365277463,42.347995,-71.084525,unknown (too few),137.1296,137.1295,0.0002,,900,Boylston Street,,Back Bay,Boston,Suffolk County,Massachusetts,02116,United States of America,us,Hynes Convention Center,,,,,,,,,Block F,,,,,
4_14,2,1,{'Missing': '2'},{'No license claimed': '2'},,32.0,{},Blueground,CorpGroup3,{'107434423': '2'},False,150.0,52.0,42.3512,-71.065325,unknown (too few),36.49324,36.4932,0.0,,,Boylston Place,Chinatown,Beacon Hill,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,,Massachusetts State Transportation Building,,,,,,,,,,,,
63_2,2,1,{'425117': '2'},{'Exempt (verified)': '2'},,2.0,{'38 Dudley ST 09 Roxbury MA 02119': '2'},Frank,42431392,{},False,312.5,52.0,42.33054,-71.08752000000001,unknown (too few),56.78585,56.7859,0.0,,,Malcolm X Boulevard,Nubian Square,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,Harvest Hope,,,
78_2,2,1,{'Missing': '2'},{'No license claimed': '2'},,29.0,{},Sherwin,201935605,{},False,37.0,52.0,42.291889999999995,-71.121775,unknown (too few),10.14711,10.1471,0.0,,4012,Washington Street,Roslindale,Jamaica Plain,Boston,Suffolk County,Massachusetts,02131-3025,United States of America,us,,,,,,,,,,,,,,,
12_4,2,1,{'STRHS': '2'},{'Exempt (not verified)': '2'},,1.0,{},Together We,CorpGroup12,"{'328488585': '1', '21184200': '1'}",False,112.5,52.0,42.365235,-71.05447,unknown (too few),112.45483,112.4548,0.0001,,,North Bennet Street,Dock Square,North End,Boston,Suffolk County,Massachusetts,02113,United States of America,us,Nazzaro Community Center,,,,,,,,,,,,,,
63_1,2,1,{'425117': '2'},{'Exempt (verified)': '2'},,1.0,{'38 Dudley ST 09 Roxbury MA 02119': '2'},Frank,42431392,{},False,256.0,52.0,42.328959999999995,-71.087885,unknown (too few),97.50107,97.5011,0.0,,21,Kenilworth Street,Nubian Square,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,
67_1,2,1,{'STRHS': '2'},{'Exempt (not verified)': '2'},,3.0,{},Terry,8229,{},False,188.0,52.0,42.32973,-71.09531000000001,unknown (too few),81.13468,81.1346,0.0001,,,Tremont Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,Roxbury Community College,,,,,,,,,,,,,,
98_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Mo,200455160,{},False,90.0,52.0,42.342585,-71.153975,unknown (too few),129.39235,129.3923,0.0001,,15,Hatherly Road,Aberdeen,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,
356_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Nick,223741590,{},False,95.0,52.0,42.35344,-71.05953000000001,unknown (too few),0.0,0.0,0.0,,86,Bedford Street,Chinatown,Financial District,Boston,Suffolk County,Massachusetts,02111,United States of America,us,Gene’s Chinese Flatbread Café,Phillips Square,,,,,,,,,,,,,
203_1,2,1,{'420874': '2'},{'Expired/Void/Revoked': '2'},,2.0,{},Sandy,46575567,{},False,80.0,52.0,42.270664999999994,-71.07911,unknown (too few),129.72628,129.7261,0.0002,,18,Riverdale Road,Mattapan,,Boston,Suffolk County,Massachusetts,02126,United States of America,us,,,,,,,,,,,,,,,
345_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Emily And Carl,3900945,{},False,125.0,52.0,42.306055,-71.105805,unknown (too few),130.92579,130.9258,0.0,,28,Gartland Street,Forest Hills,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,,,,,,,,
2_7,2,1,{'STRHS': '2'},{'Exempt (not verified)': '2'},,3.0,{},Churchill,CorpGroup2,{'30283594': '2'},False,514.0,52.0,42.35219000000001,-71.063515,unknown (too few),18.27186,18.2719,0.0,,,Boylston Square,Chinatown,Beacon Hill,Boston,Suffolk County,Massachusetts,02111,United States of America,us,,Phillips Square,40 Boylston,,,,,,,,,,,,
2_5,2,1,{'STRHS': '2'},{'Exempt (not verified)': '2'},,2.0,{},Churchill,CorpGroup2,"{'163251048': '1', '30283594': '1'}",False,284.5,52.0,42.36443,-71.06931499999999,unknown (too few),91.95323,91.9532,0.0,,,Emerson Place,Waterfront,West End,Boston,Suffolk County,Massachusetts,02214,United States of America,us,,,Vesta at West End Apartments,,,,,,,,,,,,
143_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Caroline,44617326,{},False,329.5,52.0,42.376999999999995,-71.03071,unknown (too few),130.97448,130.9744,0.0001,,179,Putnam Street,Eagle Hill,East Boston,Boston,Suffolk County,Massachusetts,0212,United States of America,us,,,,,,,,,,,,,,,
138_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,30.0,{},Bo,7324551,{},False,33.5,52.0,42.34496,-71.15420499999999,unknown (too few),48.85358,48.8536,0.0,,25,William Jackson Avenue,Aberdeen,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,,,,,,,,,,,,,,,
133_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Krysti,4020046,{},False,135.0,52.0,42.36056,-71.06511499999999,unknown (too few),94.49018,94.4901,0.0001,,56,Joy Street,Downtown Crossing,West End,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,,,,,,,,
281_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Sally,10138187,{},False,62.5,52.0,42.352705,-71.12095,unknown (too few),81.60438,81.6044,0.0,,,Babcock Street,,Allston,Boston,Suffolk County,Massachusetts,02215,United States of America,us,,,Sleeper Halls,,,,,,,,,,,,
36_4,2,1,{'383106': '2'},{'Active': '2'},,1.0,{'85 Cambridge ST 02 2 Charlestown MA 02129': '2'},Jurek,CorpGroup35,{'21745230': '2'},False,121.5,52.0,42.38247,-71.07837,unknown (too few),108.39748,108.3974,0.0001,,89,Cambridge Street,,Charlestown,Boston,Suffolk County,Massachusetts,02145,United States of America,us,,,,,,,,,,,,,,,
92_2,2,1,{'Missing': '2'},{'No license claimed': '2'},,30.0,{},Firlian,67103816,{},False,36.0,52.0,42.31626,-71.092215,unknown (too few),1.35235,1.3523,0.0,,300,Walnut Avenue,Grove Hall,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,,,,,,,National Center of Afro-American Artists (NCAAA) Museum,,,,,,,,
261_1,2,1,{'391653': '2'},{'Active': '2'},,1.0,{'101 Cottage ST 01 1 East Boston MA 02128': '2'},Andrea And Tivan,5997103,{},False,126.0,59.81586976976324,42.368365,-71.03425,unknown (too few),150.95888,150.9587,0.0003,,248,Maverick Street,Jeffries Point,East Boston,Boston,Suffolk County,Massachusetts,02128,United States of America,us,,,,,,,,,,,,,,,
74_2,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Eunice,77158766,{},False,40.0,65.46603098162238,42.360115,-71.1452,unknown (too few),165.21825,165.2181,0.0002,,19,Lothrop Street,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02135,United States of America,us,,,,,,,,,,,,,,,
36_2,2,1,{'Missing': '2'},{'No license claimed': '2'},,28.0,{},Jurek,CorpGroup35,{'21745230': '2'},False,54.5,52.0,42.383885,-71.07890499999999,unknown (too few),32.379,32.379,0.0,,9,Parker Street,,Charlestown,Boston,Suffolk County,Massachusetts,02145,United States of America,us,,,,,,,,,,,,,,,
70_1,2,1,{'391602': '2'},{'Expired/Void/Revoked': '2'},,3.0,{},Ellen,19008767,{},False,244.0,52.0,42.33898,-71.050895,unknown (too few),1.35186,1.3519,0.0,,,West Broadway,Dorchester Heights,South Boston,Boston,Suffolk County,Massachusetts,02127,United States of America,us,Burger King,,,,,,,,,,,,,,
190_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,14.0,{},Yuan,82946167,{},False,35.0,52.0,42.339255,-71.11407,unknown (too few),84.30891,84.3089,0.0,,27,Francis Street,Brookline Village Commercial District,,,Norfolk County,Massachusetts,02446,United States of America,us,Amos A. Lawrence School,,,,,,,,Brookline,,,,,,
311_1,2,1,{'386367': '2'},{'Active': '2'},,5.0,{'27 Green ST 19 1 Jamaica Plain MA 02130': '2'},Eileen,30314324,{},False,129.5,52.99491411953282,42.313464999999994,-71.112515,unknown (too few),133.74458,133.7445,0.0001,,10,Warren Square,Forest Hills,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,,,,,,,,
26_3,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Furnished Quarters,CorpGroup25,{'22541573': '2'},False,210.0,52.0,42.36421,-71.06527,unknown (too few),120.38558,120.3856,0.0,,,Thoreau Path,Waterfront,West End,Boston,Suffolk County,Massachusetts,02222,United States of America,us,,,,,,,,,,,,,,,
327_1,2,1,{'415069': '2'},{'Active': '2'},,3.0,{'17 Burr ST 19 Jamaica Plain MA 02130': '2'},Elena,25938192,{},False,142.0,58.84941581237507,42.317795000000004,-71.10978499999999,unknown (too few),148.51969,148.5196,0.0001,,11,Adelaide Street,,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130-4803,United States of America,us,,,,,,,,,,,,,,,
99_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,29.0,{},Yuki,67637928,{},False,31.5,55.77086198011645,42.273625,-71.07212,unknown (too few),140.75025,140.7502,0.0001,,35,Old Morton Street,Lower Mills,,Boston,Suffolk County,Massachusetts,02124,United States of America,us,,,,,,,,,,,,,,,
195_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Moon,91411121,{},False,104.0,52.0,42.3544,-71.14104,unknown (too few),61.30298,61.303,0.0,,61,North Beacon Street,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02134,United States of America,us,,,,,,,,,,,,,,,
136_1,2,1,{'383505': '2'},{'Active': '2'},,1.0,{'219 Savin Hill AVE 13 2 Dorchester MA 02125': '2'},Robin,72139831,{},False,86.0,52.0,42.30907,-71.046895,unknown (too few),27.2242,27.2242,0.0,,70,Savin Hill Terrace,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,
48_2,2,1,{'420570': '2'},{'Exempt (verified)': '2'},,1.0,{'28 CONSTITUTION RD 02 Boston/Charlestown MA 02129': '2'},Melissa,92691757,{},False,277.5,59.93749222157192,42.371085,-71.05982,unknown (too few),151.26563,151.2656,0.0,,,North Washington Street,Waterfront,West End,Boston,Suffolk County,Massachusetts,02222,United States of America,us,,,,,,,,,,,,Constitution Marina,,,
48_3,2,1,{'420570': '2'},{'Exempt (verified)': '2'},,1.0,{'28 CONSTITUTION RD 02 Boston/Charlestown MA 02129': '2'},Melissa,92691757,{},False,277.5,52.0,42.37186,-71.06112999999999,unknown (too few),98.22754,98.2275,0.0001,,16,City Square,Waterfront,Charlestown,Boston,Suffolk County,Massachusetts,02129,United States of America,us,,,,,,,,,,,,,,,
145_1,2,1,{'413427': '2'},{'Expired/Void/Revoked': '2'},,91.0,{},Jil,45402419,{},False,154.0,52.0,42.310445,-71.11220499999999,unknown (too few),119.55437,119.5543,0.0002,,16,Roanoke Avenue,Forest Hills,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,,,,,,,,
87_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Marlene,17892292,{},False,54.5,52.0,42.360265,-71.133835,unknown (too few),76.11515,76.1151,0.0,,57,Brentwood Street,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02134-1307,United States of America,us,,,,,,,,,,,,,,,
2_4,2,1,{'STRHS': '2'},{'Exempt (not verified)': '2'},,28.0,{},Churchill,CorpGroup2,"{'163251048': '1', '30283594': '1'}",False,442.5,52.0,42.344775,-71.101925,unknown (too few),51.38172,51.3817,0.0,,28;32,Fullerton Street,Audubon Square,Jamaica Plain,Boston,Suffolk County,Massachusetts,02215,United States of America,us,401 Park Parking Garage,,,,,,,,,,,,,,
222_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Masha,12165186,{},False,50.5,52.0,42.344025,-71.15611,unknown (too few),96.75857,96.7585,0.0001,,,Trapelo Street,Faneuil,Brighton,Boston,Suffolk County,Massachusetts,02135-3202,United States of America,us,Boston College (Brighton Campus),,,,,,,,,,,,,,
291_1,2,1,{'383350': '2'},{'Active': '2'},,2.0,{'8 to 8H Salem ST 02 Charlestown MA 02129': '2'},Elizabeth,128280,{},False,218.0,52.0,42.37754,-71.066415,unknown (too few),1.35104,1.351,0.0,,8H,Salem Street,,Charlestown,Boston,Suffolk County,Massachusetts,02129-3553,United States of America,us,,,,,,,,,,,,,,,
77_2,2,1,{'Missing': '2'},{'No license claimed': '2'},,32.0,{},Sassmorr,CorpGroup40,{'26988': '2'},False,85.0,52.0,42.3588,-71.06331499999999,unknown (too few),47.39602,47.396,0.0,,,Mount Vernon Street,Downtown Crossing,Beacon Hill,Boston,Suffolk County,Massachusetts,02133,United States of America,us,,,,,Massachusetts Fallen Firefighters Memorial,,,,,,,,,,
223_1,2,1,{'409453': '2'},{'Active': '2'},,2.0,{'57 Spring Park AVE 19 2 Jamaica Plain MA 02130': '2'},Chris & Kristina,965697,{},False,142.5,52.0,42.3174,-71.108265,unknown (too few),35.51724,35.5172,0.0,,11,Clive Street,,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,,,,,,,,
125_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},ToRena,1997048,{},False,94.0,73.38524307541987,42.299465,-71.080445,unknown (too few),185.20406,185.204,0.0,,19,York Street,Mount Bowdoin,Dorchester,Boston,Suffolk County,Massachusetts,02121,United States of America,us,,,,,,,,,,,,,,,
273_1,2,1,{'397989': '2'},{'Expired/Void/Revoked': '2'},,1.0,{},Laura,868067,{},False,120.0,52.0,42.33277,-71.04550499999999,unknown (too few),48.85962,48.8596,0.0,,95,G Street,Dorchester Heights,South Boston,Boston,Suffolk County,Massachusetts,02127,United States of America,us,Excel High School,,,,,,,,,,,,,,
314_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,28.0,{},Rosalia,4724006,{},False,77.0,52.0,42.3799,-71.062525,unknown (too few),108.02696,108.0269,0.0001,,15,Mystic Street,,Charlestown,Boston,Suffolk County,Massachusetts,02129,United States of America,us,,,,,,,,,,,,,,,
148_1,2,1,{'415377': '2'},{'Active': '2'},,1.0,{'225 Savin Hill AVE 13 Dorchester MA 02125': '2'},Bruce,7799789,{},False,80.0,52.0,42.309885,-71.04810499999999,unknown (too few),121.89759,121.8975,0.0001,,124,Grampian Way,Savin Hill,South Boston,Boston,Suffolk County,Massachusetts,02107,United States of America,us,,,,,,,,,,,,,,,
225_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,28.0,{},Rebecca,8834105,{},False,63.5,52.0,42.282015,-71.13336,unknown (too few),27.46601,27.466,0.0,,4391,Washington Street,Mount Hope,West Roxbury,Boston,Suffolk County,Massachusetts,02131,United States of America,us,,,,,,,,,,,,,,,
201_1,2,1,{'411054': '2'},{'Active': '2'},,2.0,{'148 W Third ST 06 2 South Boston MA 02127': '2'},Poli,970787,{},False,160.5,67.45475082340155,42.340194999999994,-71.05123,unknown (too few),170.23711,170.2371,0.0,,157,West Third Street,Dorchester Heights,South Boston,Boston,Suffolk County,Massachusetts,02127,United States of America,us,,,,,,,,,,,,,,,
25_5,2,1,{'STRHS': '2'},{'Exempt (not verified)': '2'},,3.0,{},Post Group,CorpGroup24,{'9410008': '2'},False,414.5,52.0,42.34877,-71.08418,unknown (too few),0.0,0.0,0.0,,46,Gloucester Street,,Back Bay,Boston,Suffolk County,Massachusetts,02115,United States of America,us,,,,,,,,,,Block G,,,,,
313_1,2,1,{'398654': '2'},{'Active': '2'},,91.0,{'336 Cornell ST 20 1 Boston MA 02131': '2'},Marilyn,3164508,{},False,85.0,52.0,42.281850000000006,-71.14067,unknown (too few),101.48521,101.4851,0.0001,,39,Eastbourne Street,Highland,West Roxbury,Boston,Suffolk County,Massachusetts,02132-1239,United States of America,us,,,,,,,,,,,,,,,
87_2,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Marlene,17892292,{},False,48.5,62.73256657113343,42.361135000000004,-71.13517,unknown (too few),158.31982,158.3196,0.0003,,28,Brentwood Street,North Brighton,Allston,Boston,Suffolk County,Massachusetts,02134,United States of America,us,,,,,,,,,,,,,,,
16_4,2,1,{'Missing': '2'},{'No license claimed': '2'},,30.0,{},Marie,16186589,{},False,36.5,52.0,42.288349999999994,-71.06942000000001,unknown (too few),81.41809,81.418,0.0001,,40,Welles Avenue,Dorchester Center,Dorchester,Boston,Suffolk County,Massachusetts,01210,United States of America,us,,,,,,,,,,,,,,,
89_2,2,1,{'404467': '2'},{'Expired/Void/Revoked': '2'},listing,91.0,{},Jessica,9898255,{},False,70.0,53.54556286437223,42.31357,-71.06153499999999,unknown (too few),135.13421,135.1342,0.0001,,15,Peverell Street,Kane Square,Dorchester,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,
128_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},Alex,18150109,{},False,146.0,55.530599938184636,42.328945000000004,-71.09505,unknown (too few),140.14399,140.1439,0.0002,,71;73,Centre Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,,,,,,,,
275_1,2,1,{'408486': '2'},{'Active': '2'},,29.0,{'41 Tower ST 11 2 Jamaica Plain MA 02130': '2'},Derian,18807469,{},False,74.0,52.0,42.29899,-71.11176,unknown (too few),0.0,0.0,0.0,,41,Tower Street,Forest Hills,Jamaica Plain,Boston,Suffolk County,Massachusetts,02130,United States of America,us,,,,,,,,,,,,,,,
196_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,100.0,{},Mirian,22402141,{},False,90.0,52.0,42.38947,-71.00278,unknown (too few),98.53004,98.53,0.0,,69,Gladstone Street,Orient Heights,,Boston,Suffolk County,Massachusetts,02152,United States of America,us,,,,,,,,,,,,,,,
285_1,2,1,{'STRES': '2'},{'Exempt (not verified)': '2'},,1.0,{},Susan,21609039,{},False,407.0,52.0,42.340105,-71.08203,unknown (too few),117.70393,117.7039,0.0001,,590,Columbus Avenue,,South End,Boston,Suffolk County,Massachusetts,02199,United States of America,us,,,,,,,,,,,,,,,
112_1,2,1,{'416603': '2'},{'Active': '2'},,1.0,{'16 Howes ST 13 2 Dorchester MA 02125': '2'},Piter & Stacy,30342817,{},False,40.5,52.0,42.317769999999996,-71.057945,unknown (too few),3.88715,3.8872,0.0,,14,Howes Street,Uphams Corner,South Boston,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,
113_1,2,1,{'STRHS': '2'},{'Exempt (not verified)': '2'},,3.0,{},Terry,28662210,{},False,329.5,55.10801298794409,42.32997,-71.09385499999999,unknown (too few),139.07742,139.0774,0.0001,,285,Roxbury Street,Roxbury Crossing,Roxbury,Boston,Suffolk County,Massachusetts,02120,United States of America,us,,,,,,,,,,,,,,,
168_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,28.0,{},Barrie,34552909,{},False,50.0,52.0,42.282225,-71.11664999999999,unknown (too few),50.1815,50.1815,0.0,,18,Bradstreet Avenue,Mount Hope,Jamaica Plain,Boston,Suffolk County,Massachusetts,02131-4931,United States of America,us,,,,,,,,,,,,,,,
25_4,2,1,{'STRHS': '2'},{'Exempt (not verified)': '2'},,2.0,{},Post Group,CorpGroup24,{'9410008': '2'},False,202.0,52.0,42.364215,-71.05198999999999,unknown (too few),12.19621,12.1962,0.0,,41;43,Fleet Street,Dock Square,North End,Boston,Suffolk County,Massachusetts,02113,United States of America,us,,,,,,,,,,,,,,,
346_1,2,1,{'409565': '2'},{'Active': '2'},,2.0,{'19 Allston ST 17 2 Dorchester MA 02124': '2'},Victoria/Tim,6430732,{},False,103.0,52.0,42.29303,-71.06693,unknown (too few),0.0,0.0,0.0,,27,Allston Street,Dorchester Center,Dorchester,Boston,Suffolk County,Massachusetts,01210,United States of America,us,,,,,,,,,,,,,,,
167_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,91.0,{},SleepAfloat,CorpGroup42,{'105620455': '2'},False,677.0,52.0,42.363365,-71.05022,unknown (too few),102.8473,102.8473,0.0,,,Lewis Wharf,Dock Square,North End,Boston,Suffolk County,Massachusetts,02113,United States of America,us,,,Granite Building,,,,,,,,,,,,
36_3,2,1,{'383106': '2'},{'Active': '2'},,1.0,{'85 Cambridge ST 02 2 Charlestown MA 02129': '2'},Jurek,CorpGroup35,{'21745230': '2'},False,56.5,61.06913712789627,42.382095,-71.07701,unknown (too few),154.12171,154.1216,0.0002,,,I 93,Inner Belt,,,Suffolk County,Massachusetts,02129-3553,United States of America,us,,,,,,,,,Somerville,,,,,,
315_1,2,1,{'416179': '2'},{'Expired/Void/Revoked': '2'},,1.0,{},Ricardo,219680085,{},False,79.0,52.0,42.31639,-71.09293500000001,unknown (too few),110.33754,110.3375,0.0,,,Walnut Avenue,Grove Hall,Roxbury,Boston,Suffolk County,Massachusetts,02130-0947,United States of America,us,David A Ellis School,,,,,,,,,,,,,,
255_1,2,1,{'416111': '2'},{'Active': '2'},,1.0,{'25 Mayfield ST 13 Dorchester MA 02125': '2'},Maria,198679236,{},False,75.0,52.477494269342365,42.31568,-71.057525,unknown (too few),132.43871,132.4387,0.0001,,3,Victoria Street,Uphams Corner,South Boston,Boston,Suffolk County,Massachusetts,02125,United States of America,us,,,,,,,,,,,,,,,
55_3,2,1,{'Missing': '2'},{'No license claimed': '2'},,28.0,{},Lara,59234220,{},False,172.0,52.0,42.357515,-71.07014000000001,unknown (too few),124.38653,124.3864,0.0002,,53,Charles Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,,,,,,,,Charles River Square,,,,,,,
88_2,2,1,{'415018': '2'},{'Active (limit exceeded)': '2'},listing,2.0,{'19 Alaska ST 12 Roxbury MA 02119': '2'},Mort,188939923,{},True,83.5,52.0,42.32215,-71.079925,unknown (too few),19.43562,19.4356,0.0,,43,Copeland Street,Grove Hall,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,
78_1,2,1,{'Missing': '2'},{'No license claimed': '2'},,29.0,{},Sherwin,201935605,{},False,33.0,52.0,42.251115,-71.117325,unknown (too few),49.87465,49.8746,0.0,,195,Fairmount Avenue,Fairmount,Hyde Park,Boston,Suffolk County,Massachusetts,02137,United States of America,us,,,,,,,,,,,,,,,
88_1,2,1,{'415018': '2'},{'Active (limit exceeded)': '2'},listing,2.0,{'19 Alaska ST 12 Roxbury MA 02119': '2'},Mort,188939923,{},True,66.0,52.0,42.320605,-71.07993499999999,unknown (too few),85.38281,85.3828,0.0001,,41,Waverly Street,Grove Hall,Roxbury,Boston,Suffolk County,Massachusetts,02119,United States of America,us,,,,,,,,,,,,,,,
4_11,2,1,{'Missing': '2'},{'No license claimed': '2'},,32.0,{},Blueground,CorpGroup3,{'107434423': '2'},False,262.0,52.0,42.349920000000004,-71.06943000000001,unknown (too few),0.0,0.0,0.0,,100,Arlington Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02117,United States of America,us,,Eugene T. Zanni Square,The Arlington,,,,,,,,,,,,
161_1,2,1,{'415018': '2'},{'Active (limit exceeded)': '2'},listing,2.0,{'19 Alaska ST 12 Roxbury MA 02119': '2'},Jeana,216849347,{},True,68.5,52.0,42.320595,-71.07818499999999,unknown (too few),85.33535,85.3353,0.0,,133,Blue Hill Avenue,Grove Hall,Roxbury,Boston,Suffolk County,Massachusetts,02121,United States of America,us,,,,,,,,,,,,,,,
348_1,2,1,{'414615': '2'},{'Expired/Void/Revoked': '2'},,2.0,{},Carol,31373357,{},False,107.5,52.0,42.348535,-71.17163500000001,unknown (too few),28.44326,28.4433,0.0,,40,Glenley Terrace,Faneuil,Brighton,Boston,Suffolk County,Massachusetts,02435,United States of America,us,,,,,,,,,,,,,,,
3_13,2,1,{'Missing': '2'},{'No license claimed': '2'},,28.0,{},STR Boston,CorpGroup4,{'814298': '2'},False,150.0,52.0,42.34261,-71.078665,unknown (too few),72.36999,72.37,0.0001,,486,Columbus Avenue,South End,South End,Boston,Suffolk County,Massachusetts,02199,United States of America,us,,,,,,,,,,,,,,,
69_2,2,1,{'STRLH/STRBB': '2'},{'Exempt (not verified)': '2'},,1.0,{},Copley,85130,{},False,138.5,52.0,42.34568,-71.08131,unknown (too few),15.37756,15.3776,0.0,,,Huntington Avenue,,Back Bay,Boston,Suffolk County,Massachusetts,02199,United States of America,us,,,Prudential,,,,,,,,,,,,
4_18,2,1,{'Missing': '2'},{'No license claimed': '2'},,32.0,{},Blueground,CorpGroup3,{'107434423': '2'},False,215.5,60.64378004696541,42.34862,-71.04992999999999,unknown (too few),153.04816,153.0481,0.0001,,300,A Street,Seaport District,Financial District,Boston,Suffolk County,Massachusetts,02210,United States of America,us,,,300 A Street,,,,,,,,,,,,
2_6,2,1,{'STRHS': '2'},{'Exempt (not verified)': '2'},,3.0,{},Churchill,CorpGroup2,{'163251048': '2'},False,497.78,52.0,42.363524999999996,-71.06743,unknown (too few),44.84891,44.8489,0.0,,55,Fruit Street,,Beacon Hill,Boston,Suffolk County,Massachusetts,02114,United States of America,us,Massachusetts General Hospital,,,,,,,Charles River Square,,,,,,,
